league_id,team_id,season
1,1,2026
1,2,2026
1,3,2026
1,4,2026
1,5,2026
1,6,2026
1,7,2026
1,8,2026
1,9,2026
1,10,2026
1,11,2026
1,12,2026
1,13,2026
1,14,2026
1,15,2026
1,16,2026
1,17,2026
1,18,2026
1,19,2026
1,20,2026
